"ID","Predict"
"251","Medical Oversight in the Department of Veterans Affairs Act of 2014 - Establishes the Office of the Office of the Office of the Medical Inspector to: (1) review the quality of health care provided to veterans; (2) review offices of the Veterans Health Administration that have an impact on the quality of health care provided to veterans by the Department and the performance of the Department. Requires the Secretary to report directly to the Office of the Office of the Office of the Office of the Office of the Office of the Office of the Office of the Office of the Office of the Office of the Department of Veterans Affairs. Requires"
"252","Rehab and Ahmed Amer Foster Care Improvement Act of 2012 - Amends title IV of title IV of the Social Security Act to require the Secretary of Health and Human Services (HHS) to exercise due diligence to identify and provide notice to all adult grandparents and other adult families of the child. Requires the State to exercise due diligence to identify and provide notice to all adult grandparents and other adult families. Requires the State to exercise due diligence to identify and provide notice to all adult grandparents and other adult families. Requires the Secretary of Health and Human Services (HHS) of the Social"
"253","Hurricane and Tornado Mitigation Investment Act of 2007 - Amends the Internal Revenue Code to allow a credit against the tax imposed by this Act for the taxable year an amount equal to 25% of the qualified hurricane and tornado mitigation property expenditures made by the taxpayer during such taxable year."
"254","Airport Streamlining Approval Process Act of 2002 - Directs the Secretary of Transportation to develop and implement a coordinated review process for airport capacity enhancement projects at congested airports. Requires the Secretary of Transportation to develop and implement a coordinated review process for airport capacity enhancement projects at congested airports. Requires the Secretary to establish that all environmental reviews. analyses. opinions. permits. and approvals that must be issued or made by a federal agency or airport sponsor for an airport capacity enhancement Project at Congested airports as those terms are defined as practicable. and"
"255","Small Business Health Insurance Options Act of 2007 - Directs the Administrator of the Administration to establish a pilot program to make grants to small business development centers to provide neutral and objective information and educational materials regarding health insurance options. including coverage options within the Small group market. Requires the Administrator to select not more than 20 small business development centers to provide neutral and objective information and educational materials regarding health insurance options. including coverage options within the Small group market. Requires the Administrator to select not more than 20 small business development centers to provide neutral and objective information and educational materials regarding health insurance options. including coverage options within"
"256","Federal Supervisor Training Act of 2016 This bill amends the Federal criminal code to require supervisors to having individual development plans that provide for training on actions. options. and strategies a supervisor may use in: (1) develop and discussing relevant performance goals and objectives align to the mission and priority goals of the agency; (2) communicating and discussing progress relative to performance goals and objectives align to the mission and priority goals of the agency; (2) communicating and discussing progress relative to performance goals and objectives align to the mission and priority goals of the agency; (2) communicating and discussing progress relative to performance goals and objectives align to the mission and priority Goals"
"257","National Strategic Gasoline Reserve for Purposes of National Security Act of 2009 - Directs the Secretary of Energy to establish a Strategic Gasoline Reserve system for Purposes of National Security Act of 2009 - Directs the Secretary of Energy to establish a Strategic Gasoline Reserve system to establish a Strategic Gasoline Reserve system to establish a Strategic Gasoline Reserve system to establish a Strategic Gasoline Reserve system to: (1) determine strategic locations for no less than three and no more than five Gasoline Reserve for Purposes of National Security Act of 2009 -"
"258","Techology Administration Authorization Act of 1995 - Amends the National Institute of Standards and Technology Act to authorize the Secretary of Commerce to submit to Congress a strategic plan for phasing out the Office of Technology Policy during FY 1996 by eliminating nonessential functions and transferring any essential functions to the National Institute of Standards and Technology. Requires the Secretary of Commerce to submit to Congress a strategic plan for phasing out the Office of Technology Policy during FY 1996 by eliminating nonessential functions and transferring any essential functions to the National Institute of Standards and Technology. Authorizes the Secretary of"
"259","Trade Dress Protection Act - Amends the Trademark Act of 1946 (trade dress) to provide for the registration and protection of trade-marks used in commerce. to carry out provisions of certain international conventions. and for other purposes."
"260","Skills Game Protection Act - Amends the Federal law to require each person who operates a game of skill on the Internet to maintain the following: (1) Appropriate safeguards to ensure that the individual participant depositing funds are 18 years of age or older. Requires each person who operates a game of skill on the Internet to maintain the following: (1) Appropriate safeguards to ensure that the individual participant depositing funds are 18 years of age or older. Requires each person who operates a game of skill on the Internet venues for competition and receives a fee for such"
"261","Saltarfish Canyon and Bismarck Lake Land Exchange Act - Directs the Secretary of Agriculture to convey to the State all right. title. and interest of the United States to convey to the State all right. title. and interest of the United States to convey to the State all right. title. and interest of the United States in and to the Federal land. Requires the Secretary to select an appraiser to conduct appraisals of the Federal land and non-federal land. Directs the Secretary to select an appraiser to conduct appraisals of the Federal land and non-federal land to be exchange"
"262","Troubled Asset Relief Program Enhancement Act - Amends the Emergency Economic Stabilization Act of 2008 to authorize the Comptroller General to make and retain copies of such books."
"263","Agriculture Equity Act of 1995 - Expresses the sense of Congress that: (1) the continuation of significant Federal budgetary deficits harms the economic well-being of the United States and are detrimental to the development of sound. long-term agricultural policy; (2) agricultural price support and production adjustment programs should be adjusted to meet the objective of achieving a balanced budget for the Federal Government in a manner consistent with the primary goal of the concurrent resolution on the budget for FY 1996 through 2002 crop years that provide a structure for a sound agricultural economy in a manner consistent with the primary goal of the"
"264","Amends the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 to revise the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 to revise the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 to require eligible aliens who became blind or disabled after admission to the United States. Amends the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 to revise provisions of the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 to require eligible aliens who became blind or disabled after admission to the United States. Amends the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 (PHI)"
"265","Cardiac Arrest Survival Act of 1999 - Amends the Public Health Service Act to direct the Secretary of Health and Human Services (HHS) to assist in providing for an improvement in the survival rates of individuals who experience cardiac arrest in federal buildings by publishing in the Federal Register for public comment the recommendations of the Secretary of Health and Human Services (HHS) to assist in providing for an improvement in the survival rates of individuals who experience cardiac arrest in federal buildings by publishing in the Federal Register for public comment the recommendations of the Secretary of Health and Human Services to submit to the Secretary of Health and Human Services ("
"266","United States Commission on International Religious Freedom Reform and Reauthorization Act of 2014 - Amends the International Religious Freedom Act of 1998 to direct the International Religious Freedom Act of 1998 to require the President and Vice Chair of the Commission to elect the Chair and Vice Chair of the Commission to elect the Chair and Vice Chair of the Commission to elect the Chair and Vice Chair of the Commission to elect the Chair and Vice Chair of the Commission to elect the Chair and Vice Chair of the Commission. Requires the Chair and Vice Chair of the Commission to elect the Chair and Vice Chair a Commissioner appointed by an elected official of the President"
"267","Wildlife Disease Emergency Act of 2010 - Establishes the Wyoming of the Interior to identify and declare wildlife disease emergencies; (2) establish a fund through which the Secretary may coordinate rapid response to such emergencies; and (2) prepare for. identify. and address diseases adversely affecting wildlife populations and biodiversity through strategic and coordinated actions between the Federal agencies and state and local agencies. Indian tribes. and nongovernmental organizations. Authorizes the Secretary to establish a grant program to provide funding to State wildlife agencies and Indian tribes to address wildlife disease emergencies; and (2) prepare for. identify. and address diseases adversely affecting wildlife populations"
"268","Tempoorary Worker Registration and Visa Act of 2005 - Amends the Immigration and Nationality Act to require the Secretary of Homeland Security (DHS) to register to the satisfaction of the Secretary of Homeland Security to register to the satisfaction of the Secretary of Homeland Security to register to the satisfaction of the Secretary of Homeland Security to register to the satisfaction of the Secretary of Homeland Security to register to the satisfaction of the Secretary of Homeland Security to register to the satisfaction of the Secretary of Homeland Security to register for such registration in a form and manner specified by the Secretary of Homeland Security (USDA) of the Department of Homeland Security"
"269","American Cures Act - Amends the Balanced Budget and Emergency Deficit Control Act of 1985 to revise the Balanced Budget and Emergency Deficit Control Act of 1985 to direct the Department of Health and Human Services (HHS) to: (1) increase the amounts for the National Institutes of Health in the Department of Health and Human Services. Amends the Balanced Budget and Emergency Deficit Control Act of 1985 to direct the Department of Health and Human Services."
"270","United States-Israel Strategic Partnership Act of 2013 - Amends the Department of Defense Appropriations Act. 2005 to direct the Secretary of Defense Appropriations Act. 2005 to authorize the Secretary of Defense Appropriations Act to authorize the Secretary of Defense Appropriations Act to authorize the Secretary of Defense Appropriations Act to authorize the Secretary of Defense Appropriations Act to authorize the Secretary of Defense Appropriations Act to authorize the Secretary of Defense Appropriations Act to authorize the Secretary of Defense Appropriations Act of 2013 - Amends the sense of Congress that"
"271","American Livestock Protection and Ranching Opportunity Act of 2014 - Amends the Animal Health Protection Act to authorize the Secretary of Agriculture certifies to Congress that a country is free of foot-and-Origin labeling provide information that consumers as born. raised. and slaughtered; (2) initiate. administer. or enforce any rulemaking allowing for the new importation of any fresh meat or meat product from that country; or (2) initiate. administer. or enforce any rulemaking allowing for the new importation of any fresh meat or meat product from that country-of-origin labeling facilitates"
"272","Survivors' and Dependents' Educational Assistance Adjustment Act of 2002 - Amends the Federal criminal code to: (1) increase the monthly rate for full-time. $350 for half-time. or $450 for half-time; and (2) the rate of the lesser of: (1) tuition and fees that the educational institution involved requires similarly circumstanced nonveterans enrolled in the same program to pay; or (2) for months occurring during FY 2003. $900 per month; or (3) $398 for half-time pursuit; or (3) $398 for half-time pursuit."
"273","Strengthening Entrepreneurs' Economic Development Act of 2013 - Directs the Administrator of the Small Business Administration (SBA) to establish a process under which an eligible small business concern to submit an application to the Administrator for the purpose of securing a loan under the program; and (2) establish a process under which an eligible small business concern to submit an application to the Administrator for the purpose of securing a loan under the program. Directs the Administrator to issue guidance regarding prudent underwriting standards that must be used for loans made under the program. Requires the Administrator of the Small Business Administration"
"274","Amends the Federal Law Enforcement Pay Reform Act of 1990 to direct the Office of Personnel Management to study and submit to Congress a report which shall be considered to be law enforcement officers within the meaning of the ensolidated Metropolitan Statistical Area; and (2) members of the Capitol Police shall be considered to be law enforcement officers within the meaning of the enactment of such Act. Requires the Office of Personnel Management to study and submit to Congress a report which shall assess its findings and recommendations regarding the need for. and the potential benefits to"
"275","Dryham Woods Natural Gas Pipeline Safety Act of 1995 - Amends Federal law to require the Secretary of Transportation to conduct a comprehensive study on the safety of all gas transmission pipeline facilities in the State of New Jersey. Requires the Secretary to prescribe regulations requiring each owner or operator of a gas transmission pipeline facility. Requires the Secretary to prescribe regulations requiring each owner or operator of a gas transmission pipeline facility. Requires each owner or operator of a gas transmission pipeline facility. Requires the Secretary to prescribe regulations requiring each owner or operator's gas"
"276","Energy Independence. Limiting Subsidies. and Accelerating Vehicle Efficiency (OILSAVE) Act - Amends the Internal Revenue Code to allow a credit against the tax imposed by this Act for the taxable year an amount equal to the applicable amount for each new qualified fuel-efficient motor vehicle placed in service by the taxpayer during the taxable year. Allows a credit against the tax imposed by this Act for the taxable year an amount equal to the applicable amount for each new qualified fuel-efficient motor vehicle placed as a fuel economy of not less than three miles per gallon"
"277","Making Regulatory Transparency for New Medical Therapies Act - Amends the Federal Food. Drug. and Cosmetic Act to require the Secretary of Health and Human Services (FDA) to issue a scientific and medical evaluation and recommend controls under the Controlled Substances Act. approval of such application shall not takes effect until the interim final rule controlling the drug is issued in accordance with the Contled Substances Act. approval of such application shall not takes effect until the interim final rule controlling the drug is issued in accordance with the Contled Substances Act. approval of such application shall not takes effect"
"278","Cyber Facility Anti-Terrorism Security Authorization Act of 2011 - Amends the Homeland Security Act of 2002 to require the Secretary of Homeland Security (DHS) to maintain. and revise as necessary. regulations to protect chemical facilities against terrorism and potential terrorist attacks. Requires the Secretary to review and approve or disapprove each vulnerability assessment and site security plan. Requires the Secretary to review and approve or disapprove each vulnerability assessment and site security plan. Requires the Secretary to review and approve or disapprove such plans. Requires the Secretary to"
"279","Notch Fairness Act of 1996 - Amends title XVIII (Medicare) of the Social Security Act to revise the amount of the individual's primary insurance amount as computed or recomputed. Requires the amount of the individual's primary insurance amount as computed or recomputed. Requires the amount of the individual's primary insurance amount as computed or recomputed. Requires the amount of the individual's primary insurance amount as computed or recomputed (pursuant to"
"280","Voluntary Certification Program Act of 2014 - Amends the Energy Policy and Conservation Act to require the Secretary of Energy (DOE) to maintain a publicly available list of covered products and equipment certified under the National Organization for Standardization/International Electrotechnical Commission (IHE) to establish a publicly available list of covered products and equipment certified under a program. Requires the Secretary to maintain a publicly available list of covered products and equipment certified under a program. Requires the Secretary to maintain a publicly available list of all certified products and equipment. Requires the"
"281","Affordable Housing Preservation and Revitalization Act of 2009 - Amends the United States Housing Act of 1937 to require the Secretary of Housing and Urban Development to ensure that funds in the residual receipts account of an eligible multifamily housing property are transferred. At the time of a qualified sale or exchange. to a preservation entity. Requires the Secretary of Housing and Urban Development to ensure that funds in the residual receipts account of an eligible multifamily housing property are transferred. Requires the Secretary of Housing and Urban Development to ensure that funds in the residual receipts to assist with the acquisition and rehabilitation of"
"282","Health Care Access for Small Businesses Act of 2003 - Amends title XVIII (Medicare) of the Internal Revenue Code to require the Administrator to promulgate regulations for the certification of three-share programs for purposes of the Internal Revenue Code to require the Administrator to promulgate regulations for the certification of three-share programs for purposes of the Internal Revenue Code to: (1) define a region in which such program shall provide services. including monthly billings. verification/enrollment of eligible employers and employees. maintenance of membership rosters. maintenance of membership rosters. verification/enrollment of eligible employers"
"283","District of Columbia Government Improvement and Efficiency Act of 1996 - Amends the District of Columbia Self- Government and Governmental Reorganization Act to authorize the District of Columbia convicts in any federal penitentiary during the 5-year period beginning October 1. 1996. the Mayor of the District of Columbia convicts in any Federal penitentiary during the 5-year period beginning October 1. 1996. the Mayor of the District of Columbia convicts in any Federal penitentiary during the 5-year period beginning October 1. 1996. Amends the District of Columbia government Improvement and Efficiency Act"
"284","Liberian Refugee Immigration Fairness Act of 2009 - Directs the Secretary of Homeland Security (DHS) to adjust the status of an alien who has been convicted of: (1) any aggravated felony. Requires the Secretary of Homeland Security to adjust the status of an alien who has been convicted of: (1) any aggravated felony. Requires the Secretary of Homeland Security to adjust the status of an alien who has been convicted of: (1) any aggravated felony. Requires the Secretary of Homeland Security (DHS) to adjust the status of an"
"285","Medicare Drug Savings Through Choice Act of 2007 - Amends title XVIII (Medicare) of the Social Security Act to direct the Secretary of Health and Human Services (HHS) to offer a Medicare operated prescription drug plan. Directs the Secretary of Health and Human Services (HHS) to offer a Medicare operated prescription drug plan. Directs the Secretary of Health and Human Services (HHS) to offer a Medicare operated prescription drug plan. Directs the Secretary of Health and Human Services (HHS) to offer a prescription drug plan. Requires the Secretary of Health and"
"286","Children's Express Lane to Health Coverage Act of 2003 - Amends title XI (Medicare) of the Social Security Act to provide that financial eligibility requirements for medical assistance are met for an individual who are under an age specified by the State. Requires the plan to provide that financial eligibility requirements for medical assistance are met for an individual who are under an age specified by the State. Requires the plan to provide that financial eligibility requirements for medical assistance are met for an individual who are under an age specified by the state."
"287","Worker Rights and Labor Standards Trade Act of 1994 - Amends the Trade Act of 1974 to define internationally recognized worker rights as the right to organize and bargain collectively. the prohibition of the use of any form of forced or compulsory labor. a minimum age for the employment of children. and acceptable conditions of human dignity. Requires each member to dedicate every effort to achieve such conditions within its territory. Requires each member to dedicate every effort to achieve such conditions within its territory."
"288","State Prescription Drug Discount Act of 2002 - Amends title XVIII (Medicare) of the Social Security Act (SSA) of the Social Security Act to require States to make rebate payments for drugs affordd by individuals through state prescription drug discount program to provide greater subsidies to eligible State residents for outpatient prescription drugs covered by a State prescription drug discount program to provide greater subsidies to eligible State residents for outpatient prescription drugs covered by a State prescription drug discount program to provide greater subsidies to eligible State residents for outpatient prescription drugs covered by a State prescription drug discount program."
"289","Minuteman Missile National Historic Site Establishment Act of 1998 - Establishes the Minuteman Missile National Historic Site. Authorizes the Secretary of State to make minor adjustments to the boundary of the historic Site. Authorizes the Secretary of State to make minor adjustments to the boundary of the historic Site. Requires the Secretary to enter into cooperative agreements with appropriate public and private entities and individuals in furtherance of the purposes of such Act. Requires the Secretary to enter into cooperative agreements with appropriate public and private entities and individuals in furtherance with applicable treaties. Requires the Secretary"
"290","Amends the Balanced Budget and Emergency Deficit Control Act of 1985 to direct the Secretary of Health and Human Services (HHS) to reduce any budgetary excess to eliminate any budgetary excess to eliminate any budgetary excess in the medicare program. Requires the President to reduce any budgetary excess to eliminate any budgetary excess to eliminate any budgetary excess to eliminate any budgetary excess in the medicare program. Requires the President to: (1) reduce payments made under the medicare program to reduce the 50 percent of the amount by which estimated outlays to be made under the medicare program"
"291","Roosevelt Wildlife Legacy Act of 1997 - Directs the Secretary of the Interior to: (1) propose a comprehensive conservation plan for each refuge or ecologically related complex of refuges consistent with the mission and purposes of the System. Requires the Secretary of the Interior to: (1) propose a comprehensive conservation plan for each refuge or ecologically related complex of refuges consistent with the mission and purposes of the System. Requires the Secretary of the Interior to: (1) propose a comprehensive conservation plan for each refuge or ecologically related complex of refuges; and (2) provide a Diver"
"292","Immigration Labor Policy Review Act - Establishes the High Level Commission on Immigrant Labor Policy to study the interactions between Federal immigration policy and the labor markets for aliens in the United States. including the following subjects: (1) the adequacy of the supply of labor in the United States and whether such supply needs to be further supplemented with alien workers; (2) the extent to which employers in the United States rely upon the employment of a temporary workforce; (2) the economic impact and Desirability of maintaining statutory caps on nonimmigrant workers."
"293","Government Shutdown Prevention Act - Amends Federal criminal code to prohibit any regular appropriation bill for a fiscal year or a joint resolution Making continuing appropriations is not in effect. there are appropriated. Out of any money in the Treasury not otherwise appropriated. and Out of applicable corporate or other revenues. receipts. and funds. such sums as may be necessary tocontinu any project or activity for which funds were provided in the preceding fiscal year; or (2) if the corresponding regular appropriation bill for such Project or activity during the preceding fiscal year."
"294","International Megan's Law to Prevent Demand for Child Sex Trafficking - Amends the Adam Walsh Child Protection and Safety Act of 2006 to require foreign nations to meet minimum standards for the elimination of trafficking. Requires the Secretary of Labor to: (1) ensure foreign countries to meet minimum standards for the elimination of trafficking; and (2) child-sex offense."
"295","Agriculture Credit Expansion Act - Amends the Consolidated Farm and Rural Development Act to direct the Secretary of Agriculture to meet each owner-operator requirement. Amends the Consolidated Farm and Rural Development Act to require the Secretary of Agriculture to meet each owner-operator requirement. Amends the Consolidated Farm and Rural Development Act to require the Secretary of Agriculture to meet each owner-operator requirement. Amends the Consolidated Farm and Rural Development Act to require the Secretary of Agriculture to meet each owner-operator requirement. Amends the Consolidated"
"296","Domestic Violence Prevention. Education. and Awareness Act - Directs the Attorney General. acting through the Violence Against Women Office to make grants to public or private nonprofit entities. states. and Indian tribes and tribal organizations to carry out public information campaigns for the purpose of educating racial and ethnic minority communities and Immigrant communities concerning domestic violence. including the effects of domestic violence. methods of preventing or reducing domestic violence. and services available to victims of domestic violence. including the effects of domestic violence. methods of preventing or reducing domestic violence. and services available to victims of domestic violence. Requi"
"297","Department of Energy High Energy and Nuclear Physics Authorization Act of 1994 - Authorizes the Secretary of Energy to enter into negotiations with CERN concerning U.S. participation in the planning and construction of the Large Hadron Collider Project. Authorizes the Secretary of Energy to enter into negotiations with CERN concerning U.S. participation in the planning and construction of the Large Hadron Collider Project. Authorizes the Secretary to enter into negotiations with CERN concerning U.S. participation in the planning and construction of the Large Hadron Collider Energy and Nuclear Physics Authorization Act of 1994 -"
"298","Amends the Employee Retirement Income Security Act of 1974. Amends the Employee Retirement Income Security Act of 1974 to require the Secretary of Health and Human Services (HHS) to: (1) increase premium limits for the continuation coverage provided under this Act. Amends the Employee Retirement Income Security Act of 1974. Amends the Employee Retirement Income Security Act of 1974. Amends the Employee Retirement Income Security Act of 1974. Amends the Employee Retirement Income Security Act of 1974. Amends the Employee Retirement Income Security Act of 1974 to revises the Employee Retirement Income Security Act of 1974. Amends"
"299","Alternative Fuel Vehicles Intermodal Transportation Act - Directs the Secretary of Transportation to establish a competitive grant program to assist States. localities. and governmental authorities to purchase. operate. and facilitate the use of alternative fuel vehicles in linked transportation systems. protect the environment. and speed the deployment of alternative fuel vehicles to protect the environment. and speed the deployment of alternative fuel vehicle technology; and (2) encourage partnerships between the public and private sectors; and (2) encourage partnerships between the public and private sectors; and (2) encourage partnerships between the public and private sectors. Requires the Secretary to provide grants to more than 20% of the"
"300","Truck Safety Act - Directs the Secretary of Transportation to initiate a rulemaking to establish a federal motor vehicle safety standard requiring a gross vehicle weight rating greater than 26.000 pounds to be equipped with an electronic control module requiring the speed to be set at no more than 70 miles per hour by the manufacturer. Requires the Secretary of Transportation to establish a rulemaking to establish a federal motor vehicle safety standard requiring a gross vehicle weight rating greater than 26.000 pounds to be equipped with an electronic control module requiring a gross vehicle weight rating greater than 26.000 pounds to be equipped"
"301","Amends the Internal Revenue Code to allow a qualified self-employed taxpayer."
"302","Small Business Health Plans Act of 2006 - Directs the Secretary of Health and Human Services to establish a small business health benefits program under which Small employers may offer health insurance coverage to employees and their dependents. Requires the Secretary of Health and Human Services (HHS) to establish a small business health benefits program under which small employers may offer health insurance coverage under At least two health insurance coverage policies. Requires the Secretary of Health and Human Services to establish a small business health benefits program under which Small employers may offer health insurance coverage under which Small employers may elect self-only orfamily health insurance"
"303","Investment Tax Incentive Act of 1993 - Amends the Internal Revenue Code to allow accelerated cost recovery system."
"304","Reclamation Recreation Management Act of 2002 - Amends the Federal Water Project Recreation Act to authorize the Secretary of the Interior. acting through the Commissioner of Reclamation. for operation. maintenance. and replacement of recreation facilities on project lands and waters being managed by the non-Federal entities for operation. maintenance. and replacement of recreation facilities on project lands and waters being managed by the non-Federal entities for operation. maintenance. and replacement of recreation facilities on project lands and waters being managed by the non-Federal entities for operation. maintenance. and replacement of recreation facilities"
"305","Gyeriatric Care Act of 2001 - Amends title XVIII (Medicare) of the Social Security Act to increase the limitation for geriatric fellowships. Amends title XVIII (Medicare) of the Social Security Act (SSA) to increase the limitation for geriatric fellowships."
"306","Federal Reserve Reform Act of 1995 - Amends the Federal Reserve Act to establish a Federal Open Market Advisory Committee to consist of the Presidents of the Federal Reserve banks. Requires the Board of Governors to meet and consult with the Secretary of the Office of Management and Budget. and the Chairman of the Office of Management and Budget. and the chairman of the Council of Economic Advisors. Requires the Board of Governors to meet and consult with the Secretary of the Office of Management and Budget. and the chairman of the Council of Economic Advisors. Requires the Federal Reserve Act to"
"307","Significant Regulation Oversight Act of 1996 - Requires the Congress that oversight of significant rule takes affect: (1) Congress is given an adequate opportunity to review the rule and ensure that it is in accordance with the intent of Congress in enacting the law under which the rule is proposed; and (2) Congress approves the rule in accordance with the procedures established by this Act. Requires each House of Congress a report containing the text of any proposed significant rule. the majority Leader of each House of Congress a report to the Chairman and ranking minority party member of each House of Congress"
"308","Agriculture Market Promotion Program Amendments Act of 1993 - Amends the Agricultural Trade Act of 1978 to require the Secretary of Commerce to use. to the maximum extent practicable. At least 30% of the total funds available or 30 percent of the total funds available or 30 percent of the value of any commodities employed. Requires the Secretary to use. to the maximum extent practicable. At least 30% of the total funds available or 30 percent of the total funds available or 30 percent of the value of any commodities employed. Requires the Secretary to use the maximum extent practicable."
"309","Gulf Oil Price Reduction and Refinery Tax Fairness Act of 2004 - Amends the Federal Water Pollution Control Act to direct the Secretary of the Interior to establish the Office of Federal Energy Project Coordination to: (1) ensure expeditious compliance with the Office of the President in the same manner and with the same mission as the White House Energy Projects Task Force established by executive Order Nr.142) This bill amends the Federal Water Pollution Control Act to require the Office of Federal Energy Project Coordination to: (1) establish the Office of Federal Energy Project Coordination and Refinery Tax Fairness Act of 2004"
"310","Dirter Revolving-door Appointments in our Nation; Stop Washington Appointees from becoming Manipulative Petitioners Act or the ADAIN the SWAMP Act - Amends the Federal criminal code to prohibit any person who is a political appointee of the Executive Branch and Independent Agencies. Restrictions on Senior Personnel of the Executive Branch and Independent Agencies. Restrictions on Senior Personnel of the Executive Branch and Independent Agencies."
"311","Amends the Automobile Information Disclosure Act to direct the Federal Trade Commission (FTC) to disclose. to each consumer who purchases a new automobile. in a clear and conspicuous written format at the time of purchase. Requires each consumer who purchases a new automobile. in a clear and conspicuous written format at the time of purchase. Requires each consumer who purchases a new automobile. in a clear and conspicuous written format at the time of purchase. Requires each consumer who purchases a"
"312","Smartize Medicaid and CHIP Coverage Act - Amends title XIX (Medicare) of the Social Security Act (SSA) to provide that an individual who are determined to be eligible for benefits under such plan (or waiver) to remain eligible and enrolled for such benefits through the end of the month in which the 12-month period (beginning on the date of determination of eligibility end. Requires an individual who are determined to be eligible for benefits under such plan to remain eligible and enrolled for such benefits through the end of the month in which the 12-month period (beginning on the"
"313","Iran Sanctions Enabling Act of 2009 - Amends the policy of the United States to support the decision of state governments. local governments. and educational institutions to divest from. and prohibit the investment of assets they control in. persons that have investments of more than $20 million in Iran's energy sector; (2) provide oil or liquified natural gas. for the energy sector. Requires the State or local government to provide written notice to each person to whom the State or local government determines. using credible information available to the public. Requires the State or local government"
"314","Bioterror and Pandemic Preparedness Protection Act - Amends the Public Health Service Act to direct the Secretary of Health and Human Services (HHS) to be solely and exclusively responsible for the administration of the administration of the administration of the Administration of the Public Health Service Act to require the Secretary of Health and Human Services (HHS) to be solely and exclusively responsible for the administration of the administration of the administration of the administration of the Federal cause of action for all claims arising of. relating to. or resulting from the design. development. clinical testing and investigation. manufacture. merchandise."
"315","Consumering Product Right to Know Act of 2011 - Requires the manufacturer to: (1) bear a label on the product's container or packaging with a complete and accurate list of all the product's ingredients. including the individual ingredients in dyes. fragrances. and preservatives. Requires each ingredient shall be listed by the name assigned to the International Union of Pure and Applied Chemistry. Requires each ingredient to be listed by the name assigned to it by the International Union of Pure and Applied Chemistry. Requires each ingredient is a trade secret; and"
"316","Commission on the Review of the Overseas Military Facility Structure of the United States Act of 2011 - Establishes the Commission on the Review of the Overseas Military Facility Structure of the United States. Requires the Commission on the Review of the Overseas Military Facility Structure of the United States. Requires the Commission on the Review of the Overseas Military Facility Structure of the United States. Requires the Commission on the Review of the Overseas Military Facility Structure of the Overseas Military Facility Structure of the United States"
"317","Nine/11 Commission Review Act - Establishes the 9/11 Review Commission to review the National Response since the Terrorist Attacks of September 11. 2001; (2) analyze the trends of domestic terror attacks since the attacks of September 11. 2001; (2) analyze the trends of domestic terror attacks since the attacks of September 11. 2001; (2) analyze the trends of domestic terror attacks since the attacks of September 11. 2001; and (2) analyze the trends of domestic terror attacks since the attacks of September 11. 2001; and (2) analyze the trends of domestic terror attacks since the attacks of September 11. 2001; (2) assess the progress and challenges of domestic terror attacks of September 11. 2001"
"318","Restoring Investor Confidence Act of 2002 - Amends the Internal Revenue Code to: (1) allow a tax deduction from gross income. Requires the deduction to be computed by excluding the portion of the gains for the taxable year from sales or exchanges of capital assets."
"319","Agricultural Credit Equity Act of 1993 - Amends the Consolidated Farm and Rural Development Act to require the Secretary of Agriculture to calculate the average value of land and buildings in each defined area in the United States; and (2) the adjustment factor for each such area. Requires the adjustment factor for any defined area to better serve the credit needs of family farms to better serve the credit needs of family farms in the area. Requires the Secretary to calculate a separate adjustment factor for the area to better serve the credit needs of family farms to better serve the credit needs of family farms in the United States; and"
"320","National Milestones to Measure Progress in Ending the Opioid Epidemic Act of 2018 This bill directs the Secretary of Health and Human Services (HHS) to develop national indicators to measure success in curtailing the opioid epidemic. with the Goal of dramatically reversing the toll of opioid misuse and opioid-related morbidity and mortality in the United States within five years of the date of enactment. Directs the Secretary of Health and Human Services (HHS) to develop national indicators to measure success in curtailing the Opioioid Epidemic"
"321","Aviation Disaster Family Assistance Act of 1996 - Amends Federal law to require families of passengers involved in aircraft accidents involving an air carrier or foreign air carrier and resulting in a major loss of life. the Chairman of the National Transportation Safety Board to: (1) designate and publicize the name and telephone number of a director of family support services who shall be responsible for acting as a point of contact within the Federal Government for the families of passengers involved in the accident and a liaison between the air carrier or foreign air carrier and the families; and (2) designate an independent nonprofit organization."
"322","Amends the Wild and Scenic Rivers Act to provide for the Long-term protection. preservation. and enhancement of each river segment added to the Taunton River Stewardship Plan."
"323","Arizona Caliente Equalization Act of 1959 - Directs the Secretary of the Interior to provide for the equalization of allotments on the Agua Caliente (Palm Springs) Reservation in California. and for other purposes. Requires the Secretary of the Interior to provide for the equalization of allotments on the Agua Caliente (Palm Springs) Reservation in California. and for other purposes. Requires the Secretary of the Interior to provide for the equalization of allotments on the Agua Caliente Equalization Act of"
"324","Special Needs Trust Fairness and Medicaid Improvement Act - Amends title XIX (Medicare) of the Social Security Act to direct the Secretary of Health and Human Services to submit to Congress a report that assesses the use of the tobacco Cessation service benefit under Medicaid for cosmetic purposes or hair growth. Amends title XIX (Medicare) of the Social Security Act (SSA) of the Social Security Act (SSA) of the Social Security Act (SSA) of the Social Security Act (SSA) of the Social Security Act (SSA) of the Social Security Act"
