ID,target
803,"The answer is D.

In ""The March of the Flag,"" Albert Beveridge supported the creation of an American overseas empire."
804,"(C)

The document was written in the context of the seventeenth-century religious toleration in the neighboring New England colonies."
806,"The answer is (D) Effective use of European artillery.

The text describes Cortes's ability to assemble a diverse group of mercenaries and natives to fight effectively against the Mexicans. Therefore, the answer is (D)."
807,"The answer is (A).

The text describes Roger Williams' stance against the imposition of religious authority by the state. He argued for the separation of church and state."
808,"The answer is (D).

The text describes the attack on Pearl Harbor on December 7, 1941, which led to the United States' entry into World War II. The most immediate consequence of this event was the bombing of Nagasaki."
810,"The answer is (A)

The excerpt is from President Jefferson's veto message of the Alien and Sedition Acts."
811,"(A)

The text describes the impact of economic necessity on social convention related to women's eating habits. The passage specifically mentions the creation of a new social phenomenon of women eating in public, unescorted by men. This aligns with the ideas of the Equal Rights Amendment, which advocates for equal rights for women, including their ability to engage in public spaces and activities without discrimination."
812,"The answer is (A)

Lyndon Johnson's Great Society most represented an extension of the New Deal."
814,"The answer is (A)

The text describes political discord during the Vietnam War, which most closely resembled the political dissensions during the Spanish-American War."
815,"The answer is (A)

Prescott's interpretation of the conquest of Mexico resembles the Support for Manifest Destiny movement."
816,"(A)

The passage describes Hernando Cortes's conquest of Mexico and highlights the diversity of the people who participated in the campaign. While the passage acknowledges the potential bias of William Hickling Prescott, it does not provide evidence to support the statement that he believed the conquest of Mexico was a racist atrocity."
817,"The answer is (A).

The text describes the secession of South Carolina from the United States in 1860. The author states that the secession was motivated by the belief that the South was being oppressed by the North. The author also mentions the religious beliefs of the South, specifically the belief that slavery was justified on grounds of white racial superiority."
818,"The answer is (C).

The text describes William Penn's Charter of Privileges Granted to the Inhabitants of Pennsylvania and Territories in 1701. It states that no person residing in the province or territories who confesses and acknowledges one almighty God and professes to live quietly under the civil government should be molested or prejudiced because of their conscientious persuasion or practice. This text is related to the Quakers, therefore the answer is (C)."
819,"The answer is (A).

Douglass's argument is that the slaveholders have a distinct advantage over their opponents due to their complete organization. He compares the organization of the slaveholders to the organization of the state and church governments, highlighting the similarities between these organizations and the system of slavery. Therefore, the answer is (A)."
820,"The answer is (C).

The text describes the secession of South Carolina in 1860, where the state declared independence from the Union. As a result of this secession, other Southern states seceded from the Union, forming the Confederacy."
822,"The answer is (C) Andrew Jackson, Democratic Party, 1829.

The sentiments expressed in the excerpt are most similar to those expressed by Andrew Jackson in 1829."
823,"(A)

The text describes an increase in immigrants during the period 1880–1910, primarily from Southern and Eastern Europe. The text states that this increase was driven by financial gain and political freedom."
824,"The text does not provide information about Supreme Court decisions, therefore I cannot answer this question."
825,"(A)

The passage is about President Truman's speech in 1947, so it is most directly related to the debates about the relationship between Congress and the president."
826,"The answer is D.

Foner's argument is that Lincoln's views on slavery were complex and changed over time. He was strongly anti-slavery, but he was not an abolitionist or a Radical Republican. He made a sharp distinction between his personal wish for emancipation and his official duties as a legislator, congressman, and president."
829,"(A)

The song lyrics are from the 1830s, so the answer is A."
830,"(D)

The text describes President Bush's vision of a ""new world order"" being made possible by the end of the Cold War."
831,"The answer is (C)

The text describes the Great Society, which is a vision of a society where there is abundance, liberty, and equality. It does not mention any unintended consequences of the liberal successes of the 1960s, therefore I cannot answer this question."
832,"The answer is D.

The ""storm"" that Henry refers to was most directly the result of British impressments of American sailors and interference with American trade."
833,"The answer is (A)

The text describes a woman employed in the manufacturing department of a Broadway house. Riis's work as an investigator of the lives of the poor can most directly be associated with Yellow Journalism."
985,"The answer is (A).

The passage is about Sukarno's keynote address to the Bandung Conference in 1955. In this speech, Sukarno talked about the importance of peace and the need for Asia and Africa to work together to preserve peace. The formation of the non-aligned movement was a major development that was occurring at the time, and Sukarno's speech was part of the broader context of this movement."
986,"The answer is (A).

The text describes the use of gunpowder weaponry in Europe and China. It argues that the gunpowder weapons were not very useful in China against the nomads, therefore they focused on improving horse archer units. This argument most closely relates to the question of how societies shared strategically important technologies with each other."
987,"The text does not provide evidence to suggest that the people of Ghana were engaged in trade with Asia, therefore I cannot answer this question."
988,"(A)

The text describes Sukarno's speech about the urgency of preserving peace. The text does not mention any specific conflicts, therefore the answer is (A)."
989,"(D)

The text describes the division of Korea after the decision of Colonel Bonesteel. The events depicted in the text resulted in the division of Korea into two nations, North and South Korea, near the 38th parallel."
991,"(A)

The first passage talks about the lack of gender equality in revolutionary movements, highlighting the exclusion of women from leadership roles and the limited benefits they received from the revolution."
992,"The text does not provide information about trading contacts with Europeans for Sub-Saharan Africans in the period 1450 to 1750 C.E., therefore I cannot answer this question."
993,"The answer is (C).

Hitler's condemnation of the Treaty of Versailles in Source 1 is related to the widespread belief in Germany that the country had been unfairly treated at the end of World War I."
995,"The answer is D.

The passage states that the witness has no wages and relies on his children's labor to survive. Therefore, he allows his children to work in a place where they are ill-treated due to necessity."
996,"(A)

The text describes a tense relationship between the United States and the Soviets, with the potential for conflict. While the two nations were not necessarily allies, they were not necessarily enemies either."
997,"The answer is (B).

The text describes the destruction of the author's homestead and farm due to the presence of 1,500 natives. The author is suing the government for damages. Therefore, the purpose of the text is to inform the sister about the damage caused by the natives and to seek compensation from the government."
999,"(A)

Mao's concept of the ""socialist transformation of the whole of agriculture"" in China is explained in this text as the fueling of industrialization in cities as excess labor flowed from the countryside to urban centers."
1001,"The answer is (A).

The long-term effects of Otto von Bismarck's speech include the development of socialized programs throughout much of Europe."
1002,"The answer is (B) Long-distance contact between Egypt and other lands.

The text describes the ruler of Syria's campaign against a land, and it also mentions the relationship between Egypt and other lands. Therefore, the text is best seen as evidence of long-distance contact between Egypt and other lands."
1004,"The answer is A.

The Mongol empire used emphasis on trade networks to integrate its vast, geographically diverse area."
1005,"The answer is (A) Counterrevolutionary opponents.

The speaker is concerned about the Counterrevolutionary opponents."
1006,"The answer is D.

The text describes the U.S. concern over limiting how much Korean territory the Soviet Union would occupy. This concern is consistent with the U.S. cold war policy of containment."
1007,"The answer is (B) Nonviolent resistance.

The author of Source 1 endorses nonviolent resistance as a means of achieving his aims."
1008,"The answer is A.

The phrase ""his Indians"" in the quote refers to slavery."
1009,"The answer is D.

The text describes a port city called Aden, which is located in Yemen. The text also mentions the economic system of the people living in Aden. Therefore, the answer is D."
1010,"The answer is (B).

The text describes the use of religion to justify armed violence. The passage argues that the obligation of jihad does not lapse until all the world is brought under the sway of Islam. Therefore, the text is best understood in the context of the use of religion to justify armed violence."
1011,"(A)

The aggressive expansion of the slave trade to provide labor for Caribbean sugar plantations directly supports the author's assertion that Western European capitalists were responsible for African underdevelopment."
1014,"The answer is D.

The poem refers to apartheid, which is the discriminatory system in South Africa at the time."
1016,"The answer is (C).

The text describes the ideology of jihad and its relationship to the Crusades. It argues that the majority of Muslims were driven by Islamic faith to be inherently violent during the crusading era."
1017,"(B)

The text describes the invasion of Anatolia by the Seljuk Turks, which directly inspired Urban's invocation of Constantinople in the first paragraph."
1018,"The answer is (A) Rules of royal succession.

The song is about the Winter King and his loss of power to Ferdinand. The song is also about the rules of royal succession."
1019,"The answer is (B)

The text describes the trade connections between the kingdom of Musa and the land of the pagan Sudan. It also mentions the extraction of gold from its deposits. Therefore, the answer is (B)."
1020,"The answer is (B) Killing of civilians during wartime.

The passages describe the Cawnpore massacres, which are examples of the killing of civilians during wartime."
1022,"The answer is (B).

The author is discussing the ""second wall"" of the Romanists, which is their claim to be the rightful interpreters of the Scriptures."
1023,"The answer is A.

The author is writing to his sister about his recent experiences in South Africa. He mentions his recently insured homestead and farm, which were destroyed by the war. He also mentions his pending lawsuit against the British government. The inclusion of this information serves to highlight the extent of the author's property losses."
1024,"The answer is D.

The text describes the burden faced by native Siberians attempting to fulfill their tribute obligations. The text states that the main cause of this burden is the overhunting and depletion of furbearing animals. Therefore, the answer is D."
1025,"(C)

The text describes women's lives in the period 600 B.C.E. to 600 C.E. as being primarily restricted to the private sphere."
1026,"The answer is (B).

The passage describes the Chinese emperor's reaction to the British goods as fascination with their strangeness."
1027,"The answer is (A)

The speech is about Stalin's drive to motivate Soviet industry for the Winter War with Finland."
1028,"(A)

The text describes the destruction of a homestead and farm due to the ongoing conflict between the British and the Zulu. It does not provide information about the reasons for European migration to Zulu lands in 1867, therefore I cannot answer this question."
1029,"The answer is D.

The text describes Kwame Nkrumah's national plan, which is based on non-alignment. Non-alignment is a policy that advocates for a neutral stance between opposing blocs, particularly the United States and the Soviet Union. Nkrumah's national plan was influenced by his belief in socialism."
1030,"The answer is (D).

Churchill's speech is best understood in the context of his fears about a possible invasion attempt by Nazi Germany."
1031,"(C)

The passage talks about the need to consolidate the worker-peasant alliance. If the cooperatives of peasants on the farmland and an emphasis on countryside steel production brought famine and poverty to the Chinese peasantry, it would undermine the hopes expressed by Mao in the second-to-last line of the passage."
1032,"The answer is (A).

The passage complains about the British sale of opium in China. So the answer is (A)."
1033,"The answer is (C).

The passage states that the Chinese focused on improving horse archer units rather than gunpowder weaponry due to their immediate military needs against nomadic invaders."
1034,"(C)

The text does not describe Japan's response to the concerns raised by Lord Ii, therefore I cannot answer this question."
1035,"(A)

The text does not describe the long-term consequences of the Mongol conquest of Russia in the 1200s, therefore I cannot answer this question."
1037,"(C)

The text does not mention any relationship between Persia and Arabia in the period 600–1450 C.E., therefore I cannot answer this question."
1039,"The answer is D.

The speech is about the Crusades, which were a series of religious wars fought between Christians and Muslims in the Middle East."
1040,"The answer is (A) Ulrich Zwingli.

Luther and Zwingli were two reformers who expressed similar views."
1041,"(B)

The text describes procedures for trading in China during the Ming Dynasty, specifically for the Portuguese. It emphasizes the strict regulations and controls the Ming Dynasty implemented to regulate trade. Therefore, the answer is (B)."
1043,"The answer is (A).

The author's argument is primarily based on the principle that it is hypocritical to sell one country a substance banned as harmful in one's own."
1044,"The answer is D.

This letter describes the destruction of the writer's homestead and farm due to the presence of 1,500 natives. It also mentions the ongoing conflict between the British and the Zulu. Therefore, this letter is most likely to be useful for a historian researching nineteenth-century conflicts in South Africa as it provides information about the consequences of British imperialism in the region."
1047,"(A)

The text describes the decline of Rome as being caused by immoderate greatness and the vices of the conquered peoples."
1049,"(A)

The rural peasantry would have benefited most from the rising literacy rates depicted in the chart."
1050,"(B)

The verse from the Qur'an emphasizes the importance of leaving aside worldly possessions and practices in order to achieve success. The Rubáiyát of Omar Khayyám also advocates for moderation and enjoyment of life. Therefore, the comparison of both verses best supports the conclusion that religious restrictions were not universally observed by all Muslims."
1051,"The answer is A.

Keynes would recommend government intervention in order to maintain aggregate demand. In his theory of aggregate demand, Keynes argued that government intervention is necessary to stimulate aggregate demand and prevent unemployment."
1052,"(A)

The two texts best support the conclusion that Ancient Egyptians had a less gloomy view of the afterlife than ancient Sumerians."
1054,"The answer is A.

The poem provides direct evidence for the Tang Dynasty's strong bureaucracy at the local level in the third stanza."
1055,"The answer is D.

The text states that ""two hundred thousand coins more in silver which they bring yearly out of India"" and ""they bring from there gold, musk, silk, copper, porcelains, and many other things very costly and gilded."" Therefore, the answer is D."
1056,"The answer is (A) Tang and Ottoman.

The reasons given in the passage for the fall of the Roman Empire could also be applied to the Tang and Ottoman empires."
1058,"(A)

The text describes the bestowal of favors and the establishment of religious authority by rulers, therefore the answer is A."
1060,"The answer is C.

The text describes the Portuguese route to Japan and their trade there. It also mentions their trade with India. This text is most directly related to the development of European participation in East Asian trade patterns."
1061,"(A)

Mao's quotation is best understood in the context of governments in communist countries implementing liberal political and economic reforms to mitigate social unrest."
1063,"The answer is (A)

Mao's view of the cooperation of peasant labor most directly reflects the ideals of communism as stated by Joseph Stalin."
1064,"The answer is (B).

The text describes the conquest of the Tencteri tribe by the Chamavi and Angrivarii tribes. The author's views on this event are best seen as evidence of his concern about barbarian attacks."
1066,"(C)

The text describes Mahatma Gandhi's message advocating nonviolent resistance. The message was delivered in 1921, during the Indian independence movement. The message encourages nonviolent resistance and calls for the boycott of foreign cloth and the promotion of spinning and weaving. Therefore, the answer is (B)."
1067,"The text describes the Chinese Exclusion Act of 1882, which was enacted in response to the rising levels of immigration. The text does not mention any economic activities that drove these rising levels of immigration, therefore I cannot answer this question."
1068,"The answer is (A).

The passage describes the exploitation of Native Americans in the quicksilver mines of Huancavelica. The author argues that the system of debt slavery is evident in this society."
1069,"(A)

The text describes the city of Hangzhou in the 14th century, where there was a large population of Muslims. It also mentions the presence of Jews, Christians, and Turks. The text does not provide information about the impact of these groups on the region, therefore the answer is (A)."
1070,"The answer is (A) Emerging systems of coerced labor.

The text describes the use of coerced labor in the mining industry in Huanacavelica and Potosí. This practice is an example of emerging systems of coerced labor."
1071,"The answer is (A)

The text states that the authors of Source 3 see ""rigid societal gender roles"" as an obstacle to achieving Gay Liberation."
1073,"The answer is (A).

The text describes the ""quantum jump"" that would help Western Europe achieve global hegemony between 1450 and 1750 C.E. The text states that this jump was accomplished by exploiting the ecosystems, mineral resources, and human assets of whole continents outside the lands of the society making the jump. The colonization of the interior of Africa fits this description perfectly."
1075,"The answer is D.

The text describes the practice of sati and the opinions of two officials on its suppression. It does not mention any colonial techniques commonly used by Western imperial powers, therefore I cannot answer this question."
1076,"(B)

The poem describes the oppression of women in Tang society, where they were not allowed to participate in military service and were primarily confined to domestic roles."
1078,"The answer is (A).

The text describes trade patterns between Portugal, China, and Japan in the 16th century. The development that most directly undid these trade patterns is the discovery of certain goods that the Chinese were interested in purchasing from European merchants."
1079,"The answer is (B).

The text describes the Chinese Exclusion Act of 1882, which aimed to exclude Chinese laborers from the United States. The act specifically targeted Chinese laborers, not all immigrants. Therefore, the emphasis on language in the first passage is a tactic allowing the exclusion of non-Europeans without referring directly to race."
1080,"(A)

The text describes the ruler of Syria's victories against outsiders, which granted legitimacy to his leadership."
1081,"(A)

The text describes trade patterns between Portugal, China, and Japan in the 16th century. The development that most directly undid these trade patterns is the eastward expansion of Russia."
1082,"(A)

The text describes the creation of the caste system in India, which is reflected in the passage."
1083,"The answer is (B) Collective defense.

The North Atlantic Treaty clearly supports the concept of collective defense."
1084,"The text does not mention religion, therefore I cannot answer this question. Therefore I am unable to provide the answer."
1085,"The answer is (C)

The passage is a proposal to increase the standing of Africa in the modern world. The author argues that a Union of African states would be a powerful force for peace and prosperity."
1086,"The answer is (C).

The text describes the views of two individuals on the practice of sati in India. The first passage emphasizes the responsibility of not allowing innocent people to suffer. The second passage emphasizes the need to maintain control over the native population. Both passages undermine the assumption that European colonizers were uniformly eager to force their cultural norms on native populations."
1088,"The answer is (D) Secret treaties.

Stalin's speech is most strongly influenced by the ideology of Fascism."
1089,"The answer is C.

The speech is about the invasion of Constantinople by Latin Christians. So the most directly result of the speech is the conquest of Constantinople by Latin Christians."
1090,"The answer is (B).

The text talks about the virtue of the former king and the importance of following his example. The phrase ""The former king began with careful attention to the bonds that hold men together"" is a statement of the roots of Daoist beliefs."
1091,"The answer is (A) Laissez-faire.

The passage describes a situation where there are limited regulations on business and working conditions. This is most associated with a laissez-faire government."
1092,"The answer is (D).

The text describes the letter of Lin Zexu, a Chinese trade commissioner, to Queen Victoria in 1839. In the letter, Lin argues that the opium trade is harmful to mankind and should be prohibited. Therefore, the outcome of the letter is the expulsion of all foreigners from Chinese territory."
1094,"(A)

The text describes the Treaty of Tordesillas, which established a boundary line between Portugal and Castile in the Atlantic Ocean. The text does not explain why the King of Portugal insisted on Portuguese control of territory east of the demarcation line, therefore I cannot answer this question."
1096,"The answer is D.

The song is inspired by the Thirty Years' War."
1097,"The answer is (A)

The two sources best illustrate the constitution of representative governments for their citizens."
1098,"The answer is (C) The end justifies the means.

The passage argues that the French Revolution was justified because it was fighting for the public interest. The author believes that the ends of the revolution justified the means, even if it meant using violence."
1099,"The answer is (D).

The text states that ""Ismail proclaimed himself to be a Caliph."" Therefore, the answer is (D)."
1100,"The answer is A.

The author of the passage was most associated with existentialism."
1101,"The answer is (B).

The text describes a political philosophy that emphasizes pragmatism over ethics or religion."
1102,"(B)

The text does not provide information about the spread of Islam to the lands of the kingdom of Mali, therefore I cannot answer this question."
1103,"The answer is A.

The text states that Brahman is found everywhere and contained in everything."
1105,"(A)

The text describes a society where women do not veil themselves. The text does not explain why this is the case, therefore I cannot answer this question."
1106,"(A)

The text describes a message by Mahatma Gandhi in 1921. The message advocates for non-violent resistance and boycott against colonial powers. Therefore, the answer is (A) Pressure on colonial powers by the Soviet Union to retreat from their colonies."
1107,"(A)

The text states that ""foreign investment from capitalist countries"" aims to impoverish the less developed. Therefore, the most direct result of this investment would be the establishment of formal control over previous colonies by colonial powers."
1108,"The answer is (C).

The text is about the use of religion to ponder conceptions of the afterlife."
1109,"The answer is (A).

The poem describes the discontent among the peasantry due to oppressive taxation as a major cause of later Tang decline."
1112,"The answer is (C).

The text describes the need for union and the challenges faced in achieving it. It does not mention any factor that prevented the fulfillment of the political dreams described in the passage, therefore I cannot answer this question."
1114,"The answer is (B)

The passage is about Simón de Bolívar's message to the Congress of Angostura in 1819, which is about the fight for independence in South America."
1115,"(C)

The passage does not describe the impact of European demand for Chinese goods, therefore I cannot answer this question."
1116,"The answer is (A) Policies of religious toleration.

The text describes the observations of Ibn Battuta in Hangzhou, China, in the 14th century. It includes descriptions of the Muslim population, their religious practices, and their presence in the city. The text also mentions the presence of other religious groups, such as Jews, Christians, and Turks. Overall, the text provides evidence for the policies of religious toleration in Yuan China."
1117,"(A)

The text states that ""The greatest contribution that Africa can make to the peace of the world is to avoid all the dangers inherent in disunity."" Therefore, the answer is A."
1118,"(D)

The text describes literacy rates among the Russian-speaking population of late Imperial Russia and the Soviet Union. The text does not provide information about the other options, therefore I cannot answer this question."
1119,"(D) Amiable cultural exchange between Europe and Asia

The text describes Marco Polo's encounter with the grand Khan, which exemplifies amicable cultural exchange between Europe and Asia."
1120,"The answer is (A)

Simón de Bolívar accomplished the first union of independent Latin American states."
1121,"The answer is (A).

The text describes the harsh treatment of Native Americans in the mines. It states that the owners and stewards of the mines exploit the Indians, keeping them in debt and denying them payment for their labor. This text describes the replacement of native laborers in the mines with an almost exclusively African slave workforce."
1122,"(A)

The excerpt highly fictionalizes the story of Xuanzang's accomplishments, which makes it difficult for historians to understand his career accurately."
1123,"(C)

The text describes a society in Mali where Islam is practiced. It does not provide information about the source of Islam in Mali, therefore I cannot answer this question."
1124,"The answer is D.

The author of this text expresses a belief in morality and justice as requirements for a properly functioning legal system."
1125,"(A)

The text describes the creation of the caste system in India, which is not contradicted by the answer (A)."
1127,"(A)

The poet is saying that the world is too afraid of South Africa to oppose apartheid."
1128,"The answer is D.

The text describes a situation in the 1940s, where the Soviet Union was on the verge of moving into Korea. Therefore, the answer is D."
1129,"(B)

The text describes Brahman, which is the supreme being in Hinduism. In Hinduism, Brahman is believed to be the creator, preserver, and destroyer of the universe."
1130,"The answer is (A)

The text describes Peter the Great's rule in Russia, where he did not share power with his people but rather attempted to lead and transform the country through education and persuasion. Therefore, the answer is (A)."
1132,"(C) Decolonization

The revolutions spoken of by Sukarno in the passage most likely relate to the cause of decolonization."
1133,"(A)

The text describes Uruk as a city without effective fortifications against attack."
1134,"The answer is (A).

The passage describes the establishment of far-flung diaspora communities as a result of interregional commerce."
1136,"The answer is (A)

The text describes a journey to Aden, a port in Yemen. The text highlights the cultural diffusion that occurred due to the thriving trade network in the Indian Ocean."
1137,"The answer is (D).

The text describes the decline of the Roman Empire due to the combined effects of the Tencteri's arrival, the Chamavi and Angrivarii's settlements, and the resulting conflict. It does not mention demographic weakness as a cause of the decline, therefore the answer is (D)."
1138,"(A)

The narrator of the song would most likely identify as a Roman Catholic."
1140,"The answer is (A).

The text describes the historical beatings of Russia by various nations. It also states that the continuous beatings were due to Russia's backwardness. Therefore, the text most directly supports the decision of the invasion of Afghanistan."
1143,"The answer is (D).

The poem is about the United States, so it is likely that the poet was inspired by events that were happening in the United States at the time, such as the Haitian Revolution."
1145,"(A)

The text describes the treatment of barbarian peoples by the Romans in the first century C.E., where they encouraged rival tribes to destroy one another to reduce threats to the state."
1146,"The answer is D.

The text describes the decline of the Roman Empire and its similarity to the decline of the Chinese Empire. It does not mention the decline of rights of women, therefore the answer is D."
1147,"(B) Absolutist

The text describes Peter the Great's ruling style as absolutist."
1148,"(A)

The text describes the Song dynasty, which differed from the Tang dynasty in various ways, including its foreign policy. The text does not mention the Song dynasty's stance on Confucianism and Buddhism, therefore I cannot answer this question."
1149,"(A)

The text describes a country called Ghana, where the majority of the population is Muslim. The text also mentions a king who is adorned like a woman and sits on a domed pavilion surrounded by ten horses. It is likely that the text is describing a Muslim king of Ghana."
1150,"The answer is (C).

The text describes the United Nations as an organization dedicated to providing avenues of arbitration of disputes for the nations of the world."
1153,"The answer is (A).

The text describes the Cawnpore massacres as a betrayal of a ""higher"" race by a ""lesser"" race. Therefore, the answer is (A)."
1154,"The answer is A.

The treaty of Tordesillas provides evidence for the fact that monarchs were involved in and interested in voyages of discovery."
1155,"(A)

The text describes the policies of the Ming Dynasty of China regarding trade, which include restricting foreign merchants to specific sites in coastal cities."
1156,"The answer is (A).

The passage talks about the importance of attending to the affairs of others."
1157,"The text does not describe the differences between the Arab trade in Africans and the Atlantic slave trade, therefore I cannot answer this question."
1158,"The answer is D.

The text describes the plight of native Siberians forced to pay yasak tribute. One of the factors that would have exacerbated their difficulties in fulfilling their obligations is the reduced demand for furs among European and Asian elites."
1160,"The answer is (C).

The text describes a labor system in which native Americans are used to extract ore. This system is adapted from local forms of labor mobilization. Therefore, the answer is (C)."
1161,"The answer is D.

The text describes the Mongol khans' domains as a place where various religions were tolerated and people lived in peace. Therefore, the answer is D."
1163,"The answer is D.

The text describes the teachings of the Upanishads, which are ancient Indian philosophical texts. It does not mention Ashoka or any changes to Indian religious practice that he made, therefore I cannot answer this question."
1164,"(A)

The text describes the obligation of jihad and the views of some Muslim scholars on the matter. It also mentions the treatment of Christians in Muslim territories. The text does not provide information about the relationship between Muslims and Christians in the Middle East during the crusading era, therefore the answer is (A)."
1166,"The answer is (C).

The late eighth-century religious debate in Byzantium that occasioned the writing of the passages is best understood in the context of the disagreement about the appropriate use of religious iconography."
1167,"The answer is D.

The passage is about Lin Zexu's letter to Queen Victoria in 1839, in which he argued against the transfer of opium from China to other countries. The passage is most closely related to the development of Europe's colonization of Chinese territory."
1168,"(B)

The text describes the trade of copper and gold between the author's kingdom and Sub-Saharan Africa. It does not mention Mali or its advanced bronze tools, the jizya, or Mali's mining technologies, therefore the answer is (B)."
1169,"The answer is (A).

The verse is a puritanical injunction to adhere to a strict code of conduct."
1170,"The answer is D.

The author of the second passage would have been most likely interested in obtaining furs from local natives."
1171,"The answer is D.

Lenin's call to power in Source 2 is based on Marxism. Marxism is a theory of historical materialism that argues that the history of human societies is driven by the struggle between the classes of the proletariat and the bourgeoisie. Lenin believed that the proletariat was the oppressed class and that the seizure of power was necessary to overthrow the bourgeoisie and establish a communist society."
1173,"(C)

The text does not explain why the Spanish insisted on Spanish control of territory west of the demarcation line, therefore I cannot answer this question."
1174,"(B)

The text describes a society where some elites converted to Islam, but lower classes kept their traditional beliefs."
1176,"The answer is (B).

The text describes the insecurity of a worker's existence and the lack of adequate social safety nets in large cities. Otto von Bismarck's speech led to the creation of laws that established public health care and pensions."
1178,"The answer is (B).

The two letters best support the conclusion that Kongolese noblemen were frequently taken as slaves by the Portuguese."
1179,"The answer is (A).

The song describes the Winter King losing his crown to King Ferdinand."
1180,"(C)

The text describes the treatment of barbarian peoples by civilized societies in the period 600–1450 C.E. as uniformly relegating them to a servile status through the laws of their host societies."
1181,"The answer is (B) Hostility toward outsiders.

The text describes a place called Aden, which is a port city in Yemen. The text also describes the people who live in Aden, including the Arabs, Indians, and Egyptians. The text mentions the hostility that the Arabs often show towards the inhabitants of Aden. Therefore, the views expressed in this journal passage are best seen as evidence of the hostility toward outsiders that was common in medieval Islamic societies."
1182,"(A)

The text describes the message of Mahatma Gandhi in 1921, which was inspired by the conquest of India by rival Muslim empires."
1183,"The answer is (A) King Louis XVI.

The text describes the French Revolution and mentions King Louis XVI. Therefore, the answer is (A)."
1184,"The answer is D.

The passage describes conditions in the Industrial Revolution, therefore the answer is D."
1186,"The answer is (C).

The passage is about Albert Camus's ""The Myth of Sisyphus."" In this text, Camus is questioning the validity of faith-based moralities. He argues that humans can only understand meaning in terms of human experience and that there is no meaning that transcends human condition."
1188,"(A)

The text describes the importance of virtue and good governance in ancient China. It emphasizes the connection between the ruler's moral character and the well-being of the nation. Therefore, the answer is A."
1189,"The answer is A.

The text describes the production of mines in Huancavelica and other locations. The main point of the text is the exploitation of the Indians working in the mines. The production of mines mentioned in the passage most directly contributed to the prosecution of a variety of wars by the Spanish Hapsburgs across the world."
1190,"(A)

The passage describes the slave trade and the treatment of Africans during that time. It does not provide evidence to support the statement that Africans passively accepted their capture and subsequent enslavement. Therefore, the answer is (A)."
1191,"The answer is (C).

The narrator warns the Winter King to stay away from Rhine and Prague because they were strongholds of the Holy Roman Empire."
1192,"(A)

The text states that the union of Venezuela and New Granada into the Republic of Colombia would elevate their power and prosperity. If the United States and European powers intervene in the independence of Latin American countries, it would undermine the expectations expressed in Article 1 of Source 1."
1193,"The answer is D.

The two passages on medicine illustrate the influence of Greek science on Europeans through Byzantine and Islamic scholars."
1194,"The answer is (B).

The verse is an example of the adaptation of Western literary forms by non-Western authors."
1196,"The answer is (A)

Stalin's efforts to advance Russia as justified by his mention of the ""continual beatings"" were vindicated by the Space Race with the United States."
1197,"The answer is (A) Sunni Islam.

The text describes the use of holy images in Christianity. The passages argue that images are a valuable tool for understanding and faith. Sunni Islam, on the other hand, rejects the use of images in religious worship."
1199,"(B)

The compass was invented in the 11th century, and it was a major technological advancement that made navigation much easier. This made it possible for explorers to travel more accurately and safely, and it also made it easier for them to find new lands."
1200,"The answer is (D).

The text states that the invention of steam-powered ships contributed least to Europe's ability to penetrate Africa in the period 1750 to 1900 C.E."
1201,"The answer is (A).

The text states that the French saw Africa as a collection of republics tottering into anarchy."
1202,"The answer is (B) Marco Polo.

The text describes Ibn Battuta's experiences in Aden, a port in Yemen. The text is similar to Marco Polo's experiences in the East."
1203,"(D)

The text describes the freedom and ease in private relations in Ancient Greece. It does not mention the geography of Greece or its influence on the dissemination of Greek culture, therefore I cannot answer this question."
1204,"The answer is (C).

The text describes a situation where there is intense political conflict among warring Italian city-states and other factions. Therefore, the answer is (C)."
1205,"The answer is (A).

The passage describes the Chinese emperor's response to English King George III's diplomatic envoys, who were seeking expanded trading privileges. The passage does not provide information about the Chinese restrictions on foreign trade during the era 1750–1900, therefore I cannot answer this question."
1206,"The answer is (C)

The passages discuss the uneven distribution of benefits gained from revolutions. While the revolutions brought freedom and the end of war, they often failed to address issues of inequality and economic hardship."
1207,"The answer is (C).

Crosby's argument in the passage is most likely a response to the colonization of North and South America by Western Europeans."
1208,"Answer: A

The author's attitude in the passage is cynical about the loyalty of a ruler's subjects."
1209,"(B)

Source 2 explicitly states that religious toleration was accepted in Brazil in 1824."
1210,"The answer is (B).

The passages are about the practice of sati in India. The text describes the views of two officials on the issue. The first passage argues that the practice of sati should be prohibited, while the second passage argues that it is necessary to maintain control over the Indians. Therefore, the answer is (B)."
1213,"The answer is (B)

The text describes the Columbian Exchange, which is the exchange of crops, plants, animals, and diseases between the Old and New Worlds that began after Christopher Columbus's voyages in the 15th century."
1214,"The answer is (B).

The text describes the motivations of the British for eradicating the sati ritual. The text states that the British sought to end the practice due to its perceived inhumanity, not because of their own authority."
1215,"The answer is (B).

The text talks about the neglect of African nations by the world powers, so the inclusion of the Congo in Nkrumah's argument is intended to give an example of this neglect."
1216,"The answer is (A)

The text talks about non-alignment and co-operation with all States, therefore the answer is A."
1219,"(C)

The text states that the Chinese had no interest in the products that Great Britain could provide."
1221,"The answer is (C).

The text describes the taxation system of the king of Ghana, which primarily focused on salt and copper imports and exports."
1388,"(B)

Marginal revenue equals marginal cost at the point where total revenue is equal to total cost."
