"ID","Predict"
"1013","Medicare Device Safety Monitoring Act - Amends the Federal Food. Drug. and Cosmetic Act to require the Secretary of Health and Human Services (FDA) to provide timely and reliable information on the safety and effectiveness of cleared or approved devices. including responses to adverse events and malfunctions."
"1014","Strong Forests Grow Strong Communities Act of 2014 - Directs the Secretary of Agriculture (USDA) to manage the sale of national forest materials no less than 50 percent of the sustained yield of a unit of its National Forest System in the manner necessary to meet the annual volume requirement for that unit are met each calendar year."
"1015","Encouraging Work and Supporting Marriage Act of 2002 - Amends the Internal Revenue Code to: (1) increase the maximum Age for Eligibility of Food Stamp Recipients."
"1016","Amends the Communications Act of 1934 to require the subscriber's selection of a provider of telephone exchange service or telephone toll service except in accordance with such verification procedures as the Commission. Requires subscribersr."
"1017","Federal Employees Health Benefits Provider Integrity Amendments of 1997 - Amends Federal law to prohibit any provider that is currently suspended or excluded from participation under any program of the Federal Government involving procurement or nonprocurement activities. Requires the Office of Personnel Management to bar the following providers of health care services from participating in the program."
"1018","Federal Employee Rights Act - Amends Federal criminal code to prohibit any deductions for dues of any purpose not directly related to the organization's collective bargaining activities on behalf of the employee."
"1019","Amends the Internal Revenue Code to: (1) reduce the rate of tax otherwise applicable to diesel fuel."
"1020","Pump Sound Sound Regional Shellfish Settlement Act of 2006 - Authorizes the Secretary of the Interior to: (1) approve. ratify. and confirm the Settlement Agreement entered into by and among the Tribes. commercial shellfish growers. the State of Washington and the United States on _____. 2006. Requires such Agreement that potentially might be brought as harvest by such persons or entities that qualify as Growers."
"1021","Endhalncing America's Security through Strategic Redeployment from Iraq Act - Requires the Secretary of Defense to: (1) declares that it is critical that a comprehensive security plan is developed for Iraq and the region that acceptings necessary for both the safety of U.S. Armed Forces currently serving in Iraq."
"1022","Military Spouses Residency Relief Act - Amends the Servicemembers Civil Relief (Sec. 2) Requires that the spouse of a servicemember shall neither lose nor acquire. or reside for purposes of taxation with respect to the person. personal property."
"1023","Authorizes the Secretary of Education to award grants to eligible local educational agencies for a fiscal year to enable the local education agencies with an enrollment of: (1) 1.500 or fewer students. award bonuses to not more than 15-20 percent of the children are eligible to be counted under the Elementary and Secondary Education Act of 1965 to provide grants for this Act."
"1024","Authorizes the Chief of the National Guard and Reserves. to otherwise remedy other equipment shortfalls for the ArmyNational Guard stating that: (1) the operational tempo of its reserve components of our Armed Forces has increased substantially. resourcing has not kept pace; and (2) the lack of sufficient and ready equipment is a problem common to both the active and reserve component of such Arm."
"1025","Otay Mountain Wilderness Act of 1998 - Directs the Secretary of the Interior to provide that the public lands within the O's Desert region of California. California. Requires such Area. including the installation of electronic sensors and other surveillance equipment; and (2) wildland fire management operations."
"1026","Freedom to Serve Without Fear Act of 2011 - Amends Federal criminal code to prohibit any person. in or affecting interstate or foreign commerce. to knowingly carry a firearm. Requires the Secretary of the Treasury to: (1) perform an official and representational duty of each Member of Congress by engaging in campaign activity in the line of duty; or (2) engage with campaigns activity as if there is visible. at each place that is at the applicable distance specified with the building. structure. or other place. and states the time interval during which the Member for election for Federal office for purposes of Federal Election"
"1027","Childcare Accountability and Responsibility Act of 2009 or the Child Care and Development Block Grant Act to include: (1) a search of the National Sex Offender Registry established pursuant to the Adam Walsh Child Protection and Safety Act in the State to which the child care staff member has resided; and (2) the abuse and neglect registries and databases of each state. Requires the Secretary of State and national criminal background check to its submission of an application for is not applied to any additional applications submitted within 10-year period after such request for the Criminal background Check."
"1028","Amends the Federal Food. Drug. and Cosmetic Act to require the Secretary of Health and Human Services to implement a structured risk-benefit assessment framework to facilitate the balanced consideration of benefits and risks; and (2) develop and implement """"a consistent and systematic approach to the discussion of. regulatory decisionmaking with respect to."
"1029","Small Business Employment and Education Enhancement Act of 2001 - Amends the Department of Education Organization Act to establish a centralized database of materials to act as e clearinghouse for information on successful initiatives and best practices regarding the involvement of small businesses to improve the education system through publication of guidance materials.best practices. checklists. and other formats on the World Wide Web sites. through public service announcements. Requires an Office of Small business Education to disseminate information and facilitate the sharing of information designed to assist Small businesses in working with school systems to improved the Education System through publicly"
"1030","Medicare Fraud Recovery Act of 2008 - Amends title XIX (Medicaid) of the Social Security Act to require the Department of Health and Human Services (HHS) to establish a local fraud investigative unit to investigate and prosecute provider and recipient fraud under such title within the jurisdiction of such local government. Requires the State to provide for payment."
"1031","Amends the Federal Property and Administrative Services Act of 1949. the sand. gravel. or similar mineral material resources on the mineral estate."
"1032","Low Volume Motor Vehicle Manufacturers Act of 2015 This bill amends Federal motor vehicles. Authorizes the Secretary of Transportation to: (1) require a low volume manufacturer to affix the permanent label for which such vehicle is exempted under this Act. Requires such exemption to any other person. and any unused allotment of vehicles authorized to be manufactured or imported from the original manufacturer. its successors or assignees. or current owner of such rights."
"1033","Service for Schools Act of 2015 This bill amends the National and Community Service Act to require the Corporation to establish and carry out direct. in partnership with a nonprofit organization or State Commission or state Commission. Requires an organization that offers eligible service opportunity."
"1034","Medicare Physician Payment Act of 2013 - Amends title XVIII (Medicare) of the Social Security Act to require the Secretary of Health and Human Services (SSA) to establish and appoint an Expert outside advisory panel to be composed of individuals with expertise in the valuation of physicians' services."
"1035","Head Start Assessment Act of 2003 - Directs the Secretary of Health and Human Services (HHS) to proceed with the Full-scale implementation of the Headstart National Reporting System on Child Outcomes."
"1036","Health Care OverUse Reform Today Act of 2011 - Amends the Public Health Service Act to direct the Secretary of Health and Human Services to award grants to states for the development. implementation. and evaluation of administrative health care tribunals that comply with this Act. Prohibits a physician consensus-building organization (such as the Physician Consortium for Performance Improvement) in concert and agreement with physician specialty organizations. to develop guidelines to the agency not later than 18 months after the date of enactment of the Act; and (2) require that the organization submit guidelines and issue guidelines on the public Internet web Page of our"
"1037","Drug Abuse Treatment on Demand Assistance Act - Amends the Public Health Service Act to authorize the Secretary of Health and Human Services (HHS) to: (1) make grants for the purpose of increasing the maximum number of individuals to whom public and nonprofit private entities are capable of providing effective treatment for substance abusers who seek it; (2) provide assistance to Help eliminate the Backlog of Individuals on waiting lists to obtain drug Treatment for their addictions; (3) enhance public safety by reducing drug-related crimes and preserving jails and prison cells for serious and violentcrimination or relapse Situation or severe dependence."
"1038","National September 11 Memorial & Museum Commemorative Medal Act of 2010 - Directs the Secretary of the Treasury to strike and make available for sale of less than 2 million silver medals."
"1039","Debt Collection Act Amendments of 1993 - Amends Federal federal criminal code to allow the head of an executive or legislative agency to make a debt that has been paid in full to the Internal Revenue Service. Requires the Secretary of the Treasury to report any Debts Paid in Full."
"1040","Social Security Trust Funds Management Act of 1999 - Amends title XVIII (Medicare) of title IV (Old Aged Children) to establish the Trustee to invest interest-bearing obligations of the United States or obligation guaranteed as to both principal and interest by the U.S. or obligations guaranteed here. on original issue or At the market price; and (2) determines that the purchase of obligations issued in accordance with this Act. Requires the Commissioner of social Security (SSA) with respect to all marketable interest of paying current and future benefits."
"1041","Giving and Talented Students Education Act of 2003 - Amends the Elementary and Secondary Education (ESEA) of 1965 to authorize the Secretary of Education to award grants to local educational agencies for developing or expanding gifted and talented education programs. and providing direct educational services and materials."
"1042","Protecting for the Common Defense Act of 2013 - Amends title II (Medicare) of the Balanced Budget and Emergency Deficit Control Act with respect to the revised security category in fiscal years 2014 and 2015."
"1043","Consumer Price Index for Elderly Consumers Act of 2015 This bill amends title II (Temporary Assistance) of the Social Security Act to require the Bureau of Labor Statistics to prepare and publish an index for each calendar month to be known as the """"conssumer price Index to elderly consumerss"""" that indicates changes Over time in expenditures for consumption which are typical for individuals in the United States who are 62 years of age or older. Requires such amounts."
"1044","United States Secret Service Accountability and Improvement Act of 2014 - Establishes in the legislative branch an independent advisory panel to: (1) examine the efficiency and effectiveness of the leadership structure. protocols. training. tools. and capabilities for the Department of Homeland Security's mission to protect national leaders. visiting heads of state and government. designated sites."
"1045","United States Employee Ownership Bank Act - Directs the Secretary of the Treasury to establish the United states Employee ownership banks to foster increased employee ownership and greater employee participation in company decision-making throughout the U.S. employees. loan guarantees. and technical assistance to employees to purchase a business through an employee stock ownership plan or eligible worker-owned cooperatives to provide education and outreach to inform individuals concerning the possibilities and benefits of employees ownership of companies. gain sharing."
"1046","Iraqi Women Act of 2006 - Directs the Administrator of the United States Agency for International Development to establish a fund for the purpose of assisting women and girls in Iraq in the areas of political. legal. and human rights. health care. education. training. security."
"1047","Amends the Internal Revenue Code to allow a deduction for qualifying postsecondary education expenses."
"1048","order Health Security Act of 2015 This bill amends the United States-Mexico Border Health Commission Act to direct the Secretary of Health and Human Services (HHS) to award grants to eligible entities to address priorities and recommendations outlined by the strategic plan and operational work plan of the Commission and the Council. Requires an eligible entity that receives a grant for such is made and regardless of whether the member or individual is authorized to provide such advice or recommendations for any of such request. Authorizes such grant funds to both recommend and implement initiatives that solve border health issues."
"1049","Directs the Secretary of Energy to conduct a survey in accordance with the 10- highest-priority energy-related problems to resolve to ensure the goals of: (1) maximizing energy security of the United States; (2) minimizing damage to the economy and the environment; and (3) research is better focused around well-defined problems that need to be resolved."
"1050","Financial Literacy and Education Coordinating Act of 2003 - Directs the Secretary of the Treasury to establish within the Office of Financial Education to develop and implement a national strategy to promote basic financial literacy and education among all Americans; (2) coordinate Federal efforts to implement the strategy developed by the Committee on Banking. Housing. and Urban Affairs."
"1051","Patientchase Card Waste Elimination Act of 2006 - Directs the Director of the Office of Management and Budget to issue guidelines to assist the heads of executive agencies that issue the Governmentwide commercial Purchase card for Making micropurchases; (2) Negotiation of discount agreements with Major vendors accepting the purchase card; and (2) actively pursue point-of-sale discounts on the availability of discounts."
"1052","Stop Adolescent Smoking Without Excessive Bureaucracy Act of 2008 - Amends the Public Health Service Act to authorize the Secretary of Health and Human Services (HHS) to make a grant for any manufacturer. retailer. or distributor of tobacco products to sell or distribute any such product to any individual under 18 years of age. Requires an employer to notify each employee employed by that person who distributes cigarettes products that state law prohibits such sale or distribution of tab products."
"1053","Neation Building Here At Home Act of 2017 This bill directs the Secretary of Transportation to establish a transformational infrastructure competitive grant program to any of the following: (1) driver or bridge project eligible under title 23. United States Code. including interstate rehabilitation. improvements to the rural collector Road system. the reconstruction of Overpasses and interchanges. bridge replacements."
"1054","Humanitarian Assistance Facilitation Act of 2013 - Amends the International Emergency Economic Powers Act to authorize the President to provide assistance to foreign persons subject to sanctions under this Act."
"1055","Child Protection Compact Act of 2011 - Directs the Secretary of State to establish policies and programs to prevent and combat trafficking in persons and to protect victims of Trafficking within a country; (2) increase local government capacity to apprehend perpetrators who engage in severe forms oftrafking."
"1056","Alcohol's Law of 2014 - Amends Federal criminal code to require the Secretary of Health and Human Services to: (1) use of ignition interlock devices to prevent repeat repeat intoxicated driving if the alcohol concentration limits."
"1057","Directs the Secretary of Transportation to make appropriate arrangements with the Transportation Research Board of the National Academies under which the Board shall conduct a study on the cost and impact of rerouting freight rail traffic containing hazardous material to avoid transportation of hazardous materials to avoided transportation in urban areas; (2) the benefits of construction of alternative railroad routes that avoid urban regions. including benefits to the health and safety of such individuals living in such areas. Requires that such transportation shall be labeled as either PG III for transportation and handling until further notice; and (3) the costs of"
"1058","Food and Medicine for the World Act of 1999 - Requires the President to impose a new unilateral agricultural sanction against the foreign country or foreign entity that is imposed by the United States on or after the date of enactment of this Act for reasons of foreign policy or national security. except with respect to medicine. medical supplies."
"1059","Amends title XVIII (Medicare) of the Social Security Act to authorize the Secretary of Health and Human Services (HHS) to make grants to States in each of FY2012 and 2013. Requires the amount appropriated to the Emergency Fund to each state that: (1) grants related to caseload increases."
"1060","Amends the Tariff Act of 1930 to direct the U.S. Customs and Border Protection to: (1) liquidate or reliquidate each entry on the date of entry."
"1061","Foreign Investment Transparency and Security Act of 2006 - Amends the Homeland Security law of 2002 to require the Secretary of the Treasury to promulgate final regulations for implementation of a scan system for federal taxation purposes under subchapter S of this Act. Requires an overseas government controlled entity to acquire. Own. or otherwise control or manage any critical infrastructure of its U.S. citizen. responsible for safety and security issues related to the critical Infrastructure; and (3) maintain all records related in operations. personnel. andsecurity of inbound maritime container inspection system employed in Hong Kong shows promise in enhancing"
"1062","Authorizing the Regulation of Swaps Act - Amends the Securities Exchange Act of 1934 to allow each Federal financial regulator to exercise oversight and carry out regulatory or oversight activity Oversight."
"1063","Student Right to Know Before You Go Act of 2015 This bill amends the Higher Education Act to direct the Secretary of Education to issue guidance Outlining which data metrics required for the Integrated Postsecondary Education Data System to provide a prominently displayed link on the institution's website to the webpage."
"1064","Upporting America's Young Entrepreneurs Act of 2016 This bill amends title IV (Old Age) of the Higher Education Act to require the Secretary of Education (HHS) to cancel $20.000 of Debferment eligibility for founders of small business start-up. Requires borroweder of a loan made under this Act."
"1065","Catching Operational Vulnerabilities by ENsuring Random Testing Act of 2008 or the COVERT Act for 2008 - Amends the Aviation and Transportation Security Act to require the Secretary of Homeland Security (DHS) to ensure that information concerning a covert test of e transport security system to employees. officers. and contractors of the Federal Government (including military personnel) employees and officers of State and local governments; and law enforcement officials. who are authorized to receive or directed to be provided such information by the Assistant Secretary General of Border Security Program. Requires an individual who is not "
"1066","Care Coordination for Older Americans Act of 2012 - Amends the Oldner Americans law of 1965 to authorize the Secretary of Health and Human Services to promote the development and implementation of a state system to address the care coordination needs of older individuals with multiple chronic illnesses; and (2) provide technical assistance to. and share best practices with. States. area agencies on aging. Aging and Disability Resource Centers."
"1067","Building Financing Renewal Act of 2003 - Amends the Internal Revenue Code to increase the cost-of-living adjustment."
"1068","freedom and Human Rights for the Enclaved People of Cyprus Act - Directs the President to takes steps to inform the United Nations. foreign governments. and the appropriate departments and agencies of the U.S. Government in efforts to end restrictions on freedom and human rights. Requires each fiscal year the head of government of any foreign country that is participating. directly or indirectly in impposition of restrictions upon the freedom-human rights; and (2) establish a foreign assistance program for such relief."
"1069","Amends the Higher Education Act of 1965 to authorize the Secretary of Education to award grants to quad state educational agencies to pay the administrative expenses incurred to participating students in accordance with this Act."
"1070","Directs the Secretary of the Interior to convey to the United States pursuant to provisions of this Act the offered lands or interests in land situated within Gilpin County. Colorado."
"1071","Children's Education Tax Credit Act - Amends the Internal Revenue Code to allow a credit against the tax imposed by the taxpayer."
"1072","Marine Mammal Protection Act Amendments of 2002 - Amends the Marine mam Mal Protection Action Act of 1972 to authorize the Department of Commerce for purposes of carrying out its functions and responsibilities under this Act if the product: (1) legally possessed and exported as part of a cultural exchange with an Indian. Aleut. or Eskimo residing in Alaska; or (2) in conjunction with. and upon the completion of. travel within the United States."
"1073","Lawvender Offense Victim Exoneration Act of 2017 or the LOVE Act on 2017 This bill directs the Department of State to review all employee terminations that occurred after January 1. 1950. to determine whom were wrongfully terminated owing to their sexual orientation. whether real or perceived. Requires each report to Congress a report on the reviews conducted by the Director General of the Foreign Service and Director of Human Services (DHS) in consultation with the Historian for alleged homosexuality during the 1950s and well into the 1960s; and (2) establish. within the Office of Civil Rights of"
"1074","Amends the Internal Revenue Code to allow a miner to maintain constantcommunication with an individual who is not in the mine. Requires such credit to be reduced by the amount of the credit for the taxable year for qualified advanced mine safety equipment property."
"1075","Amends the Higher Education Act of 1965 to authorize the Secretary of Education to waive or modify any statutory or regulatory provision applicable to the Student financial assistance programs under title IV of the Act; and (2) reimbursement lenders for the purpose of discharging any loan amounts disbursed to. or on behalf of. an affected student for a cancelled enrollment period. Requires each affected institution to return or repay any funds received before the date of enactment of this Act."
"1076","Amends the Congressional Budget Act of 1974 to revise the budget resolutions for the House of Representatives or the Senate to consider any joint resolution on the Budget or any amendment thereto or conference report thereon that contains any matter not permitted upon enactment or 15 days following presentment to the President. whichever occurs earlier."
"1077","Food Promotion Act of 2005 - Amends the Agricultural Marketing Act to require the Secretary of Agriculture (USDA) to establish a voluntary program of country of origin labeling for covered meat products; and (2) require persons participating in the program to use the label designed under this Act."
"1078","Building Energy Tax Credit Act of 2009 - Amends the Internal Revenue Code to allow a commercial building energy Project credit to $35 percent of the cost of energy conservation commercialbuild property placed in service by the taxpayer."
"1079","Agriculture Credit Act of 2001 - Amends the Consolidated Farm and Rural Development Act to authorize the Secretary of Agriculture to make or guarantee a loan under this Act."
"1080","Continued Participation Pension Act of 1996 - Amends the Employee Retirement Income Security Act to require each qualified beneficiary who would lose eligibility to accrue benefits under the plan."
"1081","Traum/TBI Guaranteed Review For Heroes Act - Amends the Federal criminal code to establish within the Office of the Secretary of Defense a board of review to review the discharge or dismissal by the General court-martial. Requires such review boards to consist of not fewer than five members."
"1082","Amends Federal criminal code to prohibit the Secretary of Health and Human Services (Secretary) to: (1) hold a gun Show."
"1083","Obamacare Marriage Penalty Elimination Act - Amends the Internal Revenue Code to require each spouse to takes into account the income of such spouse."
"1084","Trafficlling Sales Crew Protection Act - Amends the Fair Labor Standards Act of 1938 to require any individual employed in the position of a salesman. if the individual travels with isa group of salespeople."
"1085","Amends the Morley Nelson Snake River Birds of Prey National Conservation Area. to issue to Gateway West a right-of-way for the lands. including access roads and activities related to fire prevention and suppression."
"1086","Canyon Mountain Land Conveyance Act of 2013 - Directs the Secretary of the Interior to: (1) identify any land owned by the Oregon and California Railroad that is conveyed on the map entitled the Cow Creek Band of Umpqua Tribe of Indians. including any improvements located on Federal land. appurtenances to the federal land. Requires any commercial forestry activity that are carried out on this Act."
"1087","Making Treatment for Pregnant and Postpartum Women Act of 2016 This bill amends the Public Health Service Act to require the Director of the Center for Substance Abuse Treatment to carry out a pilot program under which competitive grants are made by the director to State substance abuse agencies to: (1) enhance flexibility in the use of funds designed to support family-based services for pregnant and postpartium women with o substance use disorder. including opioid use disorders."
"1088","Economic Mobility for Productive Livelihoods and Expanding Opportunity Act of 2016 or the EmPLEO Act - Amends the Fair Labor Standards Act for 1938 to require the wage subsidy payments to eligible Puerto Rico employees."
"1089","Election Jamming Prevention Act of 2006 - Amends the Communications Act to prohibit any person aggrieved by the Act. Requires such information to: (1) bring a civil action or other proper proceeding for anjunctive or declareive relief in any court of competent jurisdiction. including an application on behalf of the Conservative Party and the Manchester Professional Firefighters Association for jammed on election day 2002 and qualified voters were unable to access information that would Have facilitated access to polling places for any such election."
"1090","Health Care Assurance for Retired Employees Act of 1996 - Amends the Employee Retirement Income Security Act to authorize the Secretary of Labor (HHS) to modify or modification in covered services or benefits provided in the case of a group health plan relating to retiree health benefits."
"1091","Equal Access to Justice Reform Amendments of 2000 - Amends Federal criminal code to authorize the adjudicative officer to ask a party to declare whether such party intends to seek an award of fees and expenses against the agency should arise."
"1092","HIV/AIDS Assistance Reauthorization Act of 2007 - Amends the United States Leadership Against HIV orAIDS. Tuberculosis. and Malaria Act for FY2009 and such sums as may be necessary for each fiscal year thereafter. Requires such amounts appropriated pursuant to the authorization of appropriations under the Act 401 and available for programs and activities that include a priority emphasis on public health measures to prevent the sexual transmission of HIV shall be dedicated to abstinence and fidelity as component of the epidemic."
"1093","Water Infrastructure Resiliency and Sustainability Act of 2011 - Directs the Administrator of the Environmental Protection Agency (EPA) to award grants for each of FY2012 through 2016 to owners or operators of water systems for the purpose of increasing the resiliencies or adaptability of such systems to any ongoing or forecasted changes. Requires an owner or operator of a water system."
"1094","Health Maternity and Obstetric Medicine Act or the Healthy MOM Act - Amends the Public Health Service Act to require pregnant pregnant women. beginning on the date on which the pregnancy is reported to the Patient Protection and Affordable Care Act (HHS) to: (1) establish a special enrollment period for pregnant Women."
"1095","PAC Limitation Act of 1999 - Amends the Federal Election Campaign Act for 1971 to prohibit any political action committees to make any contribution to any candidate or any authorized committee of the candidate for federal office. Requires each operator of a radio broadcasting station. television broadcaster. or cable system to report to the Commission the identity of each advertiser. the duration. and other appropriate information with respect to each Federal political advertisement carried by the station or system. including any advertisement advocateing the election or defeat of is not necessary to performing the duties of any dues or fees supporting activities"
"1096","Continuity of Congress Act of 2003 - Requires the Speaker of the House of Representatives are executed or incapacitated."
"1097","Regulatory Oversight Act of 1995 - Amends Federal law to require the President to undertake effect as a final rule."
"1098","Expanding Reform and Federal Spending Transparency and Accountability Act of 2011 - Amends the Federal Election Campaign Act to require an employee of the personal staff of a member of Congress to make contributions aggregating more than $5.000 to any requesting candidate with respect to such earmark beneficiary. Requires each member to post on the public website of an odd-numbered year and ends on December 31. 2011. the head of each department and agency (federally directed spending item. limited tax benefit. or limited tariff benefit. Prohibits any person who are hired to represent the interests of this Act."
"1099","Private Wireless Spectrum Use Act - Amends the Communications Act of 1934 to direct the Federal Communications Commission (FCC) to initiate a rulemaking designed to identify and allocate At least twelve megahertz of electromagnetic spectrum to meet the individual needs of that licensee or end user while using engineering technology and other cooperative arrangements to share spectrum with other private system licenseas and entities without causing harmful interference or other degradation of quality or reliability to such other Licensees or entities; (2) wireless communication systems dedicated to the internalcommunication needs for America's industrial. land transportation. education. or"
"1100","United Mandates Information and Transparency Act of 2008 - Amends the Congressional Budget Act to direct the Secretary of the Treasury to: (1) assess the prospective costs of carrying out changes to a condition of federal assistance being imposed on participating state. local. or tribal governments. and how such costs compare with the funds are authorized or. for reauthorizations. Requires an assessment of any reasonably foreseeable indirect costs to State."
"1101","Democracy Practices and Voter Inctimidation Prevention Act of 2007 - Amends Federal criminal code to require the Attorney General to review and adjust the Federal sentencing guidelines and policy statements applicable to persons convicted of any offense under these Act."
"1102","Upporting Emergency Responders Volunteer Efforts Act of 2009 or theSERVE Act on 2009 - Amends the Internal Revenue Code to allow an individual who at any time during the taxable year is a bona fide volunteer member of enactment of this Act."
"1103","Fuel-Efficient Fleets Act of 2006 - Amends Federal aviation code to direct the Secretary of Energy to award grants to States to purchase vans. trucks. sport utility vehicles. minivans."
"1104","Working Waterfront Preservation Act of 2005 - Amends the Coastal Zone Management Act to authorize the Secretary of the Interior to award a grant to an eligible entity for the purpose of carrying out such projects."
"1105","Gold King Accountability and Compensation for Taxpayers or gold King ACT - Requires the Administrator of the Environmental Protection Agency (EPA) to award or negy the payment of such claim."
"1106","United Nations RapidDeployment Police and Security Force Act of 2000 - Requires the Secretary of State Madeleine Albright stated that: (1) the recent slowness of deploying desperatelyneeded civilianpoli to Kosovo provides only the latest evidence that present international capability are not sufficient. Authorizes appropriations."
"1107","Minor Children Simplifcation Act of 2004 - Amends the Internal Revenue Code to: (1) allow a tax computed of certain income of minor children taxed as if parent's income."
"1108","Mongomery GI Bill Revitalization Act of 2003 - Amends Federal criminal code to revise the entitlement to enhanced educational assistance entitlement under this Act."
"1109","Strengthening Child Welfare Response to Trafficking Act of 2014 - Amends the Child Abuse Prevention and Treatment Act to require the Secretary of Health and Human Services (HHS) to submit to the Committee on Education and the Workforce of the House on Health. Education. Labor. and Pension of its Senate. a report that: (1) describes specific Type and prevalence of severe form of trafficking victims; and (2) include provisions and procedures for training representatives of States child protective services systems regarding identifying and assessing children who are victims of severity forms of highwayking Opfers Protection Act."
"1110","Prevention for Antibiotics and Therapeutics for Health Act or thePATH Act - Amends the Federal Food. Drug. and Cosmetic Act to direct the Secretary of Health and Human Services (HHS) to establish a program under which the Department of Agriculture (USDA) for luttebacterial drugs."
"1111","Health Care COBRA OffSet Tax Savings Act of 2005 or the Health care COSTS Act on 2005 - Amends the Internal Revenue Code to allow as a credit against the tax imposed by this Act."
"1112","Education Flexibility Amendments of 1998 - Amends the Goals 2000 to authorize the Secretary of Education to carry out an education flexibility demonstration program under which such Secretary authorizes a State educational agency that serves an eligible State to waive statutory or regulatory requirements applicable to 1- or more programs or Acts; (2) develop and implemented the challenging state content standards. challenging State student performance standards and aligned assessments. and toward having local educational agencies in the State produce the profiles. Requires such Act to allow for the waiver of such waivers."
"1113","Enhanced Emergency and Enforcement Authority Act - Amends the Securities Exchange Act of 1933 to authorize the Federal Rules of Civil Procedure (FCC) for any judicial district. subpoenas issued by or on behalf of such court to compel the attendance of witnesses or the production of documents or tangible Things (or both) may be served and enforced without application to the court or a showing of cause. notwithstanding the provisions of these Act."
"1114","Child Citizenship Act of 2000 - Amends the Immigration and Nationality Act to require children born outside the U.S. citizen parent if the child is a citizen of the United States. whether by birth or naturalization."
"1115","Safe Medications for the Elderly Act - Amends title XVIII (Medicare) of the Social Security Act to require the Secretary of Health and Human Services (HHS) to: (1) provide pharmaceutical care services."
"1116","Rural. Nevada. Railroad Right-of-Way Convey Validation Act - Authorizes the conveyances of land in Washoe County. State of Nevada to the Central Pacific Railway Company in Nevada."
"1117","Authorizes the Secretary of Health and Human Services and Amends its Rights Rights Act of 1934 to authorize the President of the Treasury with respect to the Department of Agriculture and Urban Affairs Program. Requires appropriations."
"1118","Stop Tampering of Prescription Pills Act of 2015 This bill amends the Federal Food. Drug. and Cosmetic Act to require the Secretary of Health and Human Services (FDA) to: (1) exhibits physicochemical properties."
"1119","Defense of Environment and Property Act of 2015 This bill amends the Federal Water Pollution Control Act to direct the Secretary of the Army to affect the ability of a state or individual property owner to plan the development and use (including restoration. preservation. and enhancement) of land and water resources."
"1120","GST Research Opportunities with Taxcredits' Help Act or GROWTH Act - Amends the Internal Revenue Code to: (1) increase the credit to 20% of the qualified research expenses for the taxable year."
"1121","Personal Privacy Protection Act - Amends the Constitution of the United States to enact this Act."
"1122","Authorizes the Secretary of Veterans Affairs (DOE) and the World War II Victory Medal from the United States Marine Corps during the period beginning on January 8. 1944. and ending March 21. 1945."
"1123","Loan Income Community Development Tax Credit Act of 1995 - Amends the Internal Revenue Code to: (1) allow the amount of the distressed area building credit for certain other buildings."
"1124","Foreign Intelligence Surveillance Oversight and Resource Enhancement Act of 2006 - Amends the Foreign intelligenceligance Sur VeillANCE Act on 1978 to direct the prompt and timely preparation. modification. and review of applications under the Federal Federal Bureau of Investigation (FBI) in order that such personnel may directly assist personnel of the Agency in preparing applications. Authorizes appropriations for foreign intelligence purposes."
"1125","Elihin Stafford Mental Illness Information Disclosure Act of 2012 orElgin's Law - Requires the Secretary of Health and Human Services to disclose to a parent."
"1126","Amends the Internal Revenue Code to allow a credit to 50 percent of the amount paid or incurred by the taxpayer during the taxable year for the qualified hydrogen-powered vehicle refueling property and the installation thereof. Requires such credit shall be allowed to any property placed in service after December 31. 2013."
"1127","Energy Savings Through Public- Private Partnerships Act of 2013 - Amends the National Energy Conservation Policy Act to require each federal agency to use the benchmarking systems selected or developed for the agency through the implementation of energy-saving or conservation measures pursuant to these Act. Requires each Federal agency shall consider using energy savings performances contracts or utility energy service contracts for utilizing private sector investment to upgrade federal facilities without any up-front cost to the taxpayer."
"1128","Fairt Track to College Act of 2008 - Authorizes the Secretary of Education to award six-year grants to eligible entities seeking to establish a new or support an existing early college high school or other dual enrollment program to be supported under this Act."
"1129","United States Quota. International Monetary Fund until 30 days after the Secretary of the Treasury certifies that the Board of Executive Directors of such Fund has agreed to comply with the terms of all international trade obligations and agreements of which the borrower are a signatory; (2) eliminate the practice or policy of government directed lending or provision of subsidies to favored industries. enterprises. parties. or institutions; and (3) guarantee non-discriminatory treatment in debt resolution proceedings between domestic and foreign creditors. and other devices."
"1130","Business Checking Fairness Act of 2007 - Amends the Federal Reserve Act to allow the owner of any deposit or account on which interest or dividends are paid and not a deposit and account with respect to such escrow account; (2) the forbearance. by the bureau of Governors of the federal Reserve System to determine by rule or order). for any purpose. to another account of its owner in the same institution."
"1131","Prevention Wellness for Individuals with Disabilities Act of 2006 - Amends the Public Health Service Act to require the Secretary of Health and Human Services (HHS) to issue (including publishing) standards setting forth the minimum technical criteria for medical diagnostic equipment used with physician's offices. clinics. emergency rooms. hospitals. and other medical settings; and (2) allow independent entry to. use of- and exit from the equipment by such individuals to the maximum extent possible. Requires such grants on a competitive basis to public and nonprofit private entities for the purpose of carrying out programs for promoting good health. disease"
"1132","Truth Reciprocity Investment Act of 2017 This bill amends the Defense Production Act to require the United States Trade Representative (DOD) to submit to the appropriate congressional committees a report assessing the extent to which the governments of foreign countries allow investments by U.S. investors."
